user_id,event_type,video_id,timestamp,device_id,geo_location,comment_length,spam_flag,upload_rate,reports,abuse_score,is_abusive
2248,like,26322,2024-05-27 12:52:00,1111,IN,0,0,3,0,1,0
984,comment,25751,2024-01-20 09:10:00,1224,BR,65,0,0,0,0,0
1453,comment,14076,2024-04-23 06:46:00,1577,NG,53,0,4,0,0,0
1218,report,62119,2024-05-06 04:55:00,1006,BR,0,0,0,0,1,0
2191,like,28886,2024-04-22 11:47:00,1856,AR,0,0,1,0,1,0
460,upload,77563,2024-06-05 07:21:00,1889,IN,0,0,1,0,1,0
918,comment,64306,2024-04-23 11:27:00,1279,BR,60,0,1,0,0,0
1650,upload,56101,2024-05-10 20:07:00,1830,ID,0,0,0,0,1,0
1609,upload,1047,2024-03-12 04:58:00,1627,US,0,0,1,0,1,0
975,comment,27236,2024-04-07 15:52:00,1991,NG,46,0,0,0,0,0
1930,like,2323,2024-05-21 10:55:00,1630,ID,0,0,3,0,1,0
575,comment,5890,2024-01-14 00:50:00,1350,ID,60,0,1,0,0,0
1164,like,12795,2024-02-03 00:25:00,1730,IN,0,0,1,0,1,0
2968,upload,6950,2024-05-02 22:26:00,1525,IN,0,0,0,0,1,0
986,upload,37177,2024-06-04 23:04:00,1409,BR,0,0,1,0,1,0
1322,comment,37347,2024-06-03 03:13:00,1036,US,55,0,1,0,0,0
374,comment,76091,2024-05-22 14:41:00,1459,IN,41,0,2,4,1,0
2106,comment,13761,2024-02-28 13:17:00,1628,IN,51,0,0,0,0,0
368,comment,14664,2024-05-20 12:57:00,1392,CA,66,0,2,0,0,0
2135,upload,45150,2024-03-31 18:39:00,1277,IN,0,0,0,0,1,0
1433,comment,64069,2024-01-18 19:49:00,1453,US,56,0,1,0,0,0
624,comment,512,2024-03-31 05:50:00,1883,US,60,0,0,0,0,0
1270,like,20069,2024-03-10 02:57:00,1882,US,0,0,0,0,1,0
2139,like,10900,2024-03-07 11:22:00,1437,US,0,0,1,0,1,0
773,like,59769,2024-07-17 08:55:00,1214,MX,0,0,2,0,1,0
1235,upload,59855,2024-06-19 07:21:00,1841,US,0,0,0,0,1,0
768,like,43237,2024-04-26 14:22:00,3424,BR,0,0,1,0,1,0
2647,comment,33832,2024-05-16 00:25:00,3056,RU,60,0,3,0,0,0
1918,comment,74340,2024-04-08 05:29:00,1637,DE,60,0,1,0,0,0
384,like,65018,2024-01-14 11:22:00,1542,IN,0,0,0,0,1,0
298,comment,73457,2024-07-18 22:52:00,1028,US,54,0,0,0,0,0
171,comment,29926,2024-06-26 22:29:00,1190,MX,55,0,1,0,0,0
715,report,51483,2024-04-19 22:32:00,1117,CN,0,0,0,0,1,0
1660,report,66237,2024-06-07 13:15:00,1882,NG,0,0,1,0,1,0
2060,upload,42415,2024-01-21 04:44:00,1006,ID,0,0,2,0,1,0
2455,upload,56564,2024-03-08 19:08:00,1360,MX,0,0,1,0,1,0
2665,comment,17199,2024-02-05 03:29:00,1399,MX,54,0,0,0,0,0
1150,comment,45297,2024-06-27 11:44:00,1555,CN,47,0,2,0,0,0
2748,comment,11493,2024-01-02 19:05:00,1490,US,64,0,0,0,0,0
52,upload,46917,2024-01-09 22:58:00,1018,PH,0,0,2,0,1,0
759,upload,32287,2024-01-18 08:21:00,1855,IN,0,0,0,0,1,0
1306,upload,6147,2024-01-05 00:24:00,1495,US,0,0,0,0,1,0
269,comment,9046,2024-04-23 21:29:00,1265,US,51,0,1,0,0,0
1846,upload,7384,2024-05-30 12:39:00,1277,CA,0,0,3,0,1,0
2036,comment,50156,2024-01-19 19:27:00,1452,IN,45,0,0,0,0,0
1320,comment,58988,2024-05-12 21:51:00,1888,US,56,0,3,0,0,0
2941,comment,66230,2024-05-06 20:33:00,1112,IN,48,0,2,0,0,0
2267,comment,39856,2024-07-12 02:53:00,1280,DE,54,0,0,0,0,0
351,comment,51858,2024-03-12 20:46:00,1358,US,61,0,3,4,1,0
1742,report,6299,2024-06-12 11:40:00,1204,IN,0,0,0,0,1,0
2703,comment,62386,2024-06-18 08:01:00,1982,NG,57,0,0,0,0,0
2241,upload,78529,2024-04-05 16:14:00,1822,CA,0,0,1,0,1,0
2731,report,40518,2024-04-10 07:58:00,3315,IN,0,0,2,0,1,0
703,like,7460,2024-06-14 00:04:00,1550,NG,0,0,2,0,1,0
2755,like,11783,2024-01-03 17:28:00,1080,DE,0,0,1,0,1,0
202,like,1924,2024-05-08 04:53:00,1120,CA,0,0,2,0,1,0
1784,comment,64728,2024-06-20 21:47:00,1854,NG,48,0,2,0,0,0
2054,comment,62260,2024-06-22 09:05:00,1299,MX,59,1,1,0,2,0
1422,upload,51157,2024-01-02 15:42:00,1518,CA,0,0,5,0,1,0
1120,upload,70497,2024-01-27 23:52:00,1723,IN,0,0,2,0,1,0
698,upload,70120,2024-06-27 15:44:00,1675,US,0,0,0,0,1,0
1347,like,68438,2024-01-20 02:14:00,1494,US,0,0,0,0,1,0
1813,comment,71356,2024-06-03 21:41:00,1520,BR,59,0,2,0,0,0
65,comment,25947,2024-01-03 09:01:00,1516,US,55,0,1,0,0,0
1751,comment,57657,2024-02-23 17:03:00,1592,PH,47,0,0,0,0,0
106,report,5495,2024-02-23 09:53:00,1904,PH,0,0,2,0,1,0
1533,comment,75391,2024-03-19 17:03:00,1523,PH,49,0,0,0,0,0
44,comment,79872,2024-01-05 14:06:00,1850,MX,54,0,1,0,0,0
1418,comment,1762,2024-04-02 10:10:00,1309,US,49,0,0,3,1,0
1948,comment,72295,2024-03-10 20:56:00,1339,US,54,0,2,0,0,0
1251,upload,75748,2024-01-01 11:43:00,1113,US,0,0,1,0,1,0
2469,upload,21184,2024-02-26 08:31:00,1469,US,0,0,0,0,1,0
1820,comment,44224,2024-06-29 13:14:00,1964,NG,56,0,0,0,0,0
2101,report,79033,2024-05-30 02:57:00,1590,IN,0,0,1,2,2,0
922,like,23733,2024-05-15 21:29:00,1227,UK,0,0,2,0,1,0
719,comment,23659,2024-07-03 10:22:00,1422,MX,56,0,1,0,0,0
2156,comment,63309,2024-02-17 17:22:00,1987,PH,57,0,1,0,0,0
1372,comment,79048,2024-02-06 20:06:00,1898,ID,50,0,1,0,0,0
634,comment,70868,2024-03-11 02:34:00,1674,PH,61,0,2,0,0,0
2257,like,47617,2024-07-02 06:56:00,1972,UK,0,0,0,0,1,0
1164,comment,31341,2024-07-15 21:32:00,1504,IN,55,0,2,0,0,0
28,like,7778,2024-03-27 18:29:00,1914,DE,0,0,1,0,1,0
2053,comment,50262,2024-05-30 07:14:00,1135,IN,63,1,2,0,2,0
1002,comment,59437,2024-01-20 18:57:00,1659,PH,53,0,2,0,0,0
2723,comment,40040,2024-05-16 21:18:00,1784,IN,58,0,0,0,0,0
1793,comment,37648,2024-02-13 22:31:00,1675,US,62,0,2,0,0,0
755,comment,78115,2024-07-08 07:40:00,1732,US,60,0,1,0,0,0
1513,comment,51314,2024-02-24 10:03:00,1492,IN,65,0,1,0,0,0
1082,like,10278,2024-06-07 18:41:00,1508,IN,0,0,1,0,1,0
1579,report,77113,2024-04-25 23:51:00,1105,MX,0,0,0,3,2,0
2065,like,7653,2024-06-12 13:47:00,1607,NG,0,0,3,0,1,0
1862,comment,78472,2024-05-09 20:35:00,1181,NG,61,0,1,1,1,0
2333,comment,43248,2024-06-27 09:06:00,1324,MX,59,0,1,0,0,0
2131,comment,61561,2024-01-13 12:16:00,1550,ID,46,0,1,0,0,0
1905,comment,1844,2024-03-02 17:00:00,1494,US,49,0,0,0,0,0
483,comment,74307,2024-05-05 14:04:00,1948,AR,43,0,1,0,0,0
867,comment,78244,2024-05-27 10:36:00,3391,BR,52,0,0,0,0,0
316,comment,23259,2024-01-07 07:56:00,1996,BR,51,0,0,0,0,0
1097,like,18557,2024-03-28 11:28:00,1323,IN,0,0,0,0,1,0
2894,comment,12031,2024-01-29 18:43:00,1030,IN,45,0,1,0,0,0
842,upload,5288,2024-03-30 03:12:00,1022,UK,0,0,0,0,1,0
2213,comment,26764,2024-04-13 13:36:00,1013,CA,67,1,1,0,2,0
821,comment,53034,2024-06-08 23:25:00,1391,US,43,0,0,0,0,0
1696,upload,68516,2024-07-10 15:02:00,1907,BR,0,0,2,0,1,0
2632,upload,59601,2024-05-24 22:36:00,1730,BR,0,0,1,0,1,0
2816,comment,13090,2024-06-13 19:14:00,1226,IN,11,1,1,0,2,0
1118,comment,50495,2024-03-15 19:08:00,1487,US,57,0,0,0,0,0
2127,upload,10286,2024-07-12 19:21:00,1786,ID,0,0,2,0,1,0
2867,comment,22429,2024-03-18 22:12:00,1057,MX,64,0,1,0,0,0
570,like,6660,2024-02-25 04:52:00,1840,US,0,0,1,0,1,0
2611,comment,30389,2024-03-13 05:17:00,1694,US,76,0,1,0,0,0
2723,comment,11464,2024-06-08 15:21:00,1743,IN,50,0,0,3,1,0
1305,like,43276,2024-05-06 22:58:00,1132,IN,0,0,1,0,1,0
1200,upload,28433,2024-03-30 06:37:00,1954,BR,0,0,2,0,1,0
2740,like,41808,2024-05-13 02:32:00,1751,MX,0,0,0,0,1,0
1241,like,69369,2024-03-02 12:59:00,1536,IN,0,0,0,0,1,0
2729,report,34622,2024-02-12 20:03:00,1405,NG,0,0,1,2,2,0
1845,comment,66278,2024-02-13 14:02:00,1086,IN,57,0,1,0,0,0
2553,like,71182,2024-05-11 10:44:00,1152,IN,0,0,0,0,1,0
1020,comment,62262,2024-07-12 09:39:00,1818,US,45,0,0,0,0,0
1316,comment,53740,2024-07-18 11:54:00,1529,US,48,0,2,0,0,0
2665,comment,40417,2024-06-06 22:52:00,1082,MX,60,0,0,0,0,0
188,like,56391,2024-05-21 03:14:00,1008,US,0,0,0,1,2,0
2268,comment,33204,2024-05-01 07:43:00,1043,IN,52,0,2,0,0,0
735,comment,42785,2024-06-03 05:23:00,1975,PH,50,0,0,0,0,0
990,like,30750,2024-04-07 08:22:00,1738,IN,0,0,1,0,1,0
899,comment,66435,2024-03-02 14:14:00,1422,CN,60,0,1,0,0,0
527,comment,13222,2024-05-03 13:59:00,1338,ID,63,0,0,0,0,0
98,like,16818,2024-06-04 13:34:00,1846,PH,0,0,0,0,1,0
788,comment,34040,2024-04-11 04:05:00,1319,PH,50,0,1,0,0,0
473,comment,57468,2024-05-14 06:28:00,1178,DE,61,0,1,0,0,0
756,like,44591,2024-04-19 19:26:00,1982,US,0,0,0,0,1,0
338,comment,45489,2024-01-02 02:53:00,1152,IN,60,0,0,0,0,0
2819,comment,13347,2024-01-20 20:11:00,1826,BR,54,0,4,0,0,0
1070,comment,77004,2024-01-14 10:58:00,1286,NG,62,0,1,0,0,0
1927,comment,69413,2024-03-27 15:51:00,1750,MX,59,0,0,0,0,0
612,comment,2664,2024-05-10 12:53:00,1137,MX,58,0,2,0,0,0
310,like,59871,2024-04-08 17:31:00,1430,ID,0,0,2,0,1,0
2530,like,8153,2024-04-28 18:56:00,1732,UK,0,0,0,0,1,0
970,like,46016,2024-03-20 00:26:00,1949,ID,0,0,3,0,1,0
40,upload,20045,2024-07-14 15:46:00,1429,US,0,0,0,0,1,0
139,like,57232,2024-01-07 13:44:00,1512,US,0,0,1,0,1,0
2200,comment,31916,2024-02-15 15:19:00,1513,BR,47,0,1,0,0,0
453,upload,21418,2024-05-30 15:04:00,1810,MX,0,0,0,0,1,0
1333,comment,57779,2024-01-30 17:52:00,1549,NG,58,0,0,0,0,0
792,comment,32264,2024-03-28 12:51:00,1636,US,45,0,2,0,0,0
1819,comment,21771,2024-03-11 03:31:00,1213,ID,57,0,2,0,0,0
1057,upload,67014,2024-06-30 22:06:00,1466,US,0,0,1,0,1,0
2022,upload,72031,2024-04-18 18:22:00,1605,AR,0,0,1,0,1,0
1668,upload,47506,2024-03-04 07:59:00,1317,US,0,0,0,0,1,0
59,comment,42699,2024-07-10 12:25:00,1341,UK,59,0,0,0,0,0
949,upload,55336,2024-05-11 21:25:00,1088,IN,0,0,2,0,1,0
1856,comment,46090,2024-05-06 20:54:00,1656,PH,60,0,2,0,0,0
1258,upload,64691,2024-05-20 04:08:00,1271,UK,0,0,1,0,1,0
2947,comment,62179,2024-02-22 09:29:00,1979,BR,53,0,0,0,0,0
714,upload,4533,2024-02-07 09:28:00,1640,US,0,0,2,0,1,0
1848,comment,61630,2024-03-19 19:35:00,1484,US,56,0,0,0,0,0
2479,like,43908,2024-02-19 20:22:00,1505,UK,0,0,0,0,1,0
749,comment,28685,2024-01-21 21:24:00,1120,PH,69,0,1,0,0,0
1798,like,58834,2024-06-17 10:44:00,1626,DE,0,0,0,2,2,0
2210,upload,66998,2024-01-18 00:21:00,1382,US,0,0,2,0,1,0
1026,report,14060,2024-01-30 10:52:00,1052,CA,0,0,1,0,1,0
1943,like,54834,2024-07-13 23:17:00,1829,IN,0,0,1,0,1,0
2316,upload,67802,2024-01-11 09:34:00,1288,RU,0,0,1,0,1,0
2990,comment,58489,2024-05-22 17:02:00,1155,US,49,0,2,0,0,0
2813,like,67735,2024-03-31 00:58:00,1732,PH,0,0,3,0,1,0
119,upload,49926,2024-04-05 12:54:00,1746,US,0,0,1,0,1,0
1916,comment,1094,2024-03-15 05:35:00,1953,US,59,0,0,0,0,0
1863,upload,5470,2024-04-09 22:43:00,1392,US,0,0,0,0,1,0
548,report,32184,2024-01-11 12:19:00,1449,DE,0,0,0,0,1,0
2664,comment,4785,2024-04-18 00:16:00,1401,MX,53,0,0,0,0,0
1759,comment,77284,2024-01-07 01:48:00,1173,IN,59,1,1,0,2,0
493,comment,37535,2024-01-03 20:45:00,1045,NG,48,0,2,0,0,0
2436,comment,45427,2024-06-15 19:10:00,1064,IN,49,0,0,0,0,0
808,comment,18728,2024-02-25 23:50:00,1459,MX,59,0,1,0,0,0
2127,comment,40714,2024-07-16 16:28:00,1405,ID,51,0,2,0,0,0
1207,comment,65486,2024-03-13 09:41:00,1532,CN,52,0,0,0,0,0
332,comment,32142,2024-04-23 12:38:00,1066,MX,55,0,2,0,0,0
1512,like,21149,2024-01-26 03:15:00,1616,MX,0,0,0,0,1,0
2731,comment,35544,2024-02-10 13:13:00,1315,IN,57,0,0,0,0,0
2612,comment,79069,2024-03-25 00:18:00,1104,BR,59,0,0,0,0,0
430,comment,74960,2024-06-23 22:13:00,1634,ID,55,0,2,0,0,0
1949,report,40895,2024-04-25 11:16:00,1692,BR,0,0,0,0,1,0
235,upload,47360,2024-05-16 06:22:00,1102,US,0,0,0,0,1,0
2962,like,19897,2024-04-16 23:26:00,1847,NG,0,0,1,0,1,0
1459,like,36064,2024-05-16 04:14:00,1970,BR,0,0,1,0,1,0
882,comment,70260,2024-04-21 14:14:00,1208,ID,59,0,1,0,0,0
2902,comment,5067,2024-02-09 08:52:00,1671,BR,62,0,0,0,0,0
1453,like,10990,2024-04-25 01:39:00,1502,NG,0,0,0,0,1,0
187,upload,2073,2024-05-28 20:44:00,1904,US,0,0,0,0,1,0
2762,like,39645,2024-05-28 20:28:00,1846,UK,0,0,2,0,1,0
1757,comment,1258,2024-02-18 01:06:00,1933,BR,63,0,1,0,0,0
1889,like,23867,2024-04-19 22:55:00,1320,DE,0,0,0,0,1,0
2850,upload,78203,2024-02-02 17:01:00,1403,UK,0,0,0,0,1,0
2609,comment,40182,2024-01-14 10:49:00,1163,MX,58,0,3,0,0,0
329,report,31092,2024-05-13 02:57:00,1539,AR,0,0,1,0,1,0
1056,comment,43619,2024-03-09 10:25:00,1246,IN,51,0,0,0,0,0
656,upload,29451,2024-05-25 16:58:00,1473,MX,0,0,7,0,3,1
1623,like,53010,2024-07-04 10:16:00,1580,CA,0,0,2,0,1,0
672,comment,8752,2024-02-09 14:27:00,1916,NG,61,0,0,0,0,0
2128,comment,31301,2024-07-09 10:40:00,1985,ID,39,0,0,0,0,0
2054,comment,62709,2024-06-12 20:55:00,1993,MX,50,0,2,0,0,0
2380,like,22677,2024-03-26 23:07:00,1314,IN,0,0,1,0,1,0
2111,comment,41118,2024-02-06 06:06:00,1811,UK,60,0,1,0,0,0
714,upload,350,2024-02-07 20:44:00,1090,US,0,0,1,0,1,0
2390,comment,33447,2024-05-28 01:15:00,1617,DE,61,0,2,0,0,0
836,upload,46592,2024-05-11 13:54:00,1623,BR,0,0,2,0,1,0
2800,report,48825,2024-01-04 07:31:00,1093,CN,0,0,0,0,1,0
1509,like,31331,2024-03-12 19:38:00,1603,UK,0,0,1,0,1,0
2526,like,72450,2024-03-12 20:11:00,1060,PH,0,0,1,0,1,0
1225,upload,48849,2024-04-27 21:31:00,1459,DE,0,0,1,0,1,0
300,like,1272,2024-01-21 23:51:00,1886,IN,0,0,2,0,1,0
537,comment,42301,2024-05-22 21:04:00,1907,US,57,1,1,0,2,0
2616,comment,1692,2024-06-13 17:13:00,1645,PH,51,0,0,4,1,0
80,like,62979,2024-03-08 08:18:00,1338,ID,0,0,0,0,1,0
768,comment,69882,2024-02-10 21:32:00,1640,BR,52,0,1,0,0,0
30,report,37041,2024-04-27 22:28:00,1176,US,0,0,0,0,1,0
2271,upload,11444,2024-03-26 04:07:00,1118,PH,0,0,0,0,1,0
707,comment,46797,2024-04-09 01:45:00,1371,PH,52,0,1,0,0,0
2557,comment,78364,2024-03-25 04:32:00,1991,MX,57,0,2,0,0,0
1805,like,73462,2024-01-08 04:58:00,1313,PH,0,0,2,0,1,0
1711,report,45077,2024-07-18 03:11:00,1922,ID,0,0,0,0,1,0
1161,like,36629,2024-06-14 03:08:00,1765,US,0,0,0,0,1,0
469,like,14553,2024-03-02 13:34:00,1366,DE,0,0,1,0,1,0
1934,upload,31340,2024-02-25 19:25:00,1856,IN,0,0,0,0,1,0
234,comment,66108,2024-04-10 05:56:00,1544,US,53,0,1,0,0,0
1574,comment,48703,2024-01-05 18:03:00,1184,MX,54,0,0,0,0,0
1582,comment,52623,2024-07-03 21:51:00,1471,ID,49,0,0,0,0,0
1923,comment,27519,2024-06-25 09:16:00,1982,NG,53,0,0,0,0,0
1820,comment,57659,2024-01-24 06:13:00,1529,NG,39,0,1,0,0,0
943,like,15488,2024-05-30 04:52:00,1984,DE,0,0,0,0,1,0
2657,comment,19286,2024-02-12 03:16:00,1933,MX,57,0,0,0,0,0
2840,comment,56539,2024-03-09 21:09:00,1715,US,55,1,1,0,2,0
832,upload,44448,2024-03-11 03:27:00,1043,US,0,0,0,0,1,0
2630,upload,17358,2024-02-07 09:38:00,1797,IN,0,0,1,0,1,0
774,comment,68728,2024-01-09 10:58:00,1605,NG,63,0,0,0,0,0
1826,comment,62073,2024-06-26 19:52:00,1467,PH,55,0,4,0,0,0
2566,upload,42648,2024-05-08 15:39:00,1543,PH,0,0,2,0,1,0
608,comment,63509,2024-02-10 01:28:00,3261,PH,58,0,2,0,0,0
1547,comment,8006,2024-06-28 17:19:00,1644,NG,67,0,0,0,0,0
959,comment,52290,2024-04-14 21:38:00,1026,BR,56,0,0,0,0,0
1249,comment,40242,2024-03-19 18:55:00,1824,PH,46,0,4,0,0,0
2728,report,75159,2024-03-30 20:48:00,1505,US,0,0,1,0,1,0
2697,comment,66228,2024-06-29 18:29:00,1741,NG,62,0,1,0,0,0
661,like,75458,2024-03-17 02:32:00,1235,BR,0,0,1,0,1,0
1054,upload,77002,2024-07-01 13:46:00,1653,ID,0,0,1,2,2,0
2007,like,62545,2024-05-29 08:15:00,1815,MX,0,0,1,0,1,0
289,comment,53144,2024-05-08 20:06:00,1389,MX,63,0,1,0,0,0
255,upload,33359,2024-06-07 12:09:00,1745,BR,0,0,0,0,1,0
2849,like,13664,2024-04-06 13:28:00,1335,UK,0,0,4,0,1,0
2374,like,77404,2024-03-19 06:37:00,1586,IN,0,0,0,3,2,0
1589,like,76218,2024-04-24 21:13:00,1382,BR,0,0,1,0,1,0
1251,upload,62800,2024-03-28 08:27:00,3447,US,0,0,2,0,1,0
868,upload,79856,2024-05-05 23:00:00,1393,CA,0,0,1,0,1,0
88,comment,27962,2024-04-11 05:05:00,1272,IN,41,0,2,0,0,0
151,upload,72500,2024-07-11 02:52:00,1495,NG,0,0,0,0,1,0
2753,comment,16067,2024-04-27 09:30:00,1338,NG,60,0,1,0,0,0
1920,comment,38456,2024-03-15 01:35:00,1227,IN,56,0,1,0,0,0
515,upload,14649,2024-06-07 02:39:00,1473,CA,0,0,0,0,1,0
1615,upload,77911,2024-02-02 08:57:00,1753,IN,0,0,0,0,1,0
2151,comment,3151,2024-07-15 07:08:00,1784,IN,55,0,2,0,0,0
2354,upload,2921,2024-05-07 09:56:00,1439,BR,0,0,1,0,1,0
2831,report,7616,2024-04-05 16:14:00,1838,IN,0,0,0,0,1,0
2897,report,36153,2024-04-16 02:58:00,1906,ID,0,0,0,0,1,0
2886,comment,22292,2024-04-05 12:35:00,1243,DE,53,0,1,0,0,0
344,comment,62713,2024-01-20 11:47:00,1363,IN,56,0,1,0,0,0
841,upload,24124,2024-01-15 22:02:00,1789,BR,0,0,0,0,1,0
2694,upload,44826,2024-05-29 06:14:00,1434,US,0,0,0,0,1,0
492,comment,7449,2024-04-08 21:09:00,1250,US,49,0,2,0,0,0
1037,comment,8743,2024-05-01 13:28:00,3016,BR,46,0,2,0,0,0
62,comment,21934,2024-02-07 08:03:00,1755,NG,48,0,2,0,0,0
394,comment,39224,2024-06-28 07:46:00,1185,BR,59,0,1,0,0,0
913,comment,5242,2024-02-15 07:53:00,1495,US,59,1,0,0,2,0
477,comment,25486,2024-06-01 23:18:00,1527,ID,49,0,1,0,0,0
